,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1564,1,73110,52972,118212,118213,118507,118863,157370,118398,118865
1565,1,4675,49696,117961,118052,122938,118321,117906,290919,118322
1566,0,23921,3287,118752,119070,118042,118043,118043,270488,118046
1567,1,5410,58916,117961,118327,118391,117905,117906,290919,117908
1568,1,45019,26320,117961,118327,118391,118321,117906,290919,118322
1569,1,6725,6733,117961,117969,6725,119997,278014,118131,119998
1570,1,34138,6982,117961,118300,118783,118784,213944,290919,118786
1571,1,5344,17788,117961,118446,119961,132671,118260,290919,132673
1572,1,20287,72734,118079,118080,117878,117879,118177,19721,117880
1573,1,35381,32457,117961,118327,118320,118641,123881,118643,118644
1574,1,14666,96704,117910,117911,117884,117879,117886,19721,117880
1575,1,15064,770,117961,118300,118437,118054,118054,117887,118055
1576,1,44944,24924,91261,118026,119507,118636,311824,118638,118639
1577,1,25240,58916,117961,118327,118391,117905,117906,290919,117908
1578,1,4675,6047,117961,118413,120370,118321,240983,290919,118322
1579,1,42093,7212,117961,118300,124725,118784,117906,290919,118786
1580,1,4675,89738,117961,117962,118409,119928,310608,118331,119929
1581,1,18418,23280,117961,117969,6725,126264,136466,6725,126266
1582,0,75876,15570,117961,118343,118575,119849,129519,118638,119851
1583,0,16202,6879,117902,118041,119238,119093,119239,119095,119096
1584,1,27124,8147,117961,118327,145424,117905,117906,290919,117908
1585,1,26913,2270,117961,118413,120666,120773,118959,118960,120774
1586,1,6977,14829,117961,118052,119986,117905,117906,290919,117908
1587,1,39879,57539,122532,122533,118623,280788,122534,292795,119082
1588,1,44641,49440,117961,118300,118631,118422,142573,118424,118425
1589,1,43277,1605,117961,118327,128935,118396,235280,118398,118399
1590,0,4675,4151,118990,118991,118992,128230,302830,4673,128231
1591,1,4675,3242,117961,118343,118514,118321,240983,290919,118322
1592,1,20293,22356,117926,117927,117920,118568,122142,19721,118570
1593,1,21811,71189,117961,118386,121883,118318,168365,118205,118319
1594,1,33147,4084,117961,118052,118992,118321,240983,290919,118322
1595,1,78919,101472,117961,118343,119142,118318,168365,118205,118319
1596,1,14725,7029,117961,117962,120677,120357,149187,118424,120359
1597,1,34748,124899,117961,118327,120171,118890,149216,118398,118892
1598,1,18072,18073,118256,119428,118623,118995,286106,292795,118997
1599,1,42093,13873,117961,118300,118825,121469,310997,118424,121471
1600,0,42085,13201,117951,117952,117941,117899,117899,19721,117900
1601,1,35498,7615,117961,118300,120059,118777,132558,308574,118779
1602,1,80714,7398,117961,118225,119924,118321,117906,290919,118322
1603,1,38708,6444,118114,118115,117884,117885,117913,117887,117888
1604,1,16218,8607,117961,118225,118403,118747,130134,118453,118749
1605,1,20364,17250,117961,118300,125872,118826,236735,118424,118828
1606,1,7678,5560,118256,118257,117945,259173,280788,292795,118943
1607,1,31661,54618,117961,118052,118821,118321,117906,290919,118322
1608,1,18072,58711,117961,119256,120943,118995,118806,292795,118997
1609,1,20897,3639,117961,118300,118631,120418,154665,249618,120419
1610,1,33111,1541,117961,118225,123173,119093,123174,119095,119096
1611,1,36267,57715,117961,118446,118701,118702,303450,118704,118705
1612,1,6977,3097,117961,118300,120312,118792,222652,118424,118794
1613,1,80830,4932,117961,118225,119824,123737,147851,118960,123738
1614,1,79964,17550,117961,118446,118684,117905,117906,290919,117908
1615,1,58928,7253,117961,118225,118403,118321,117906,290919,118322
1616,1,19722,54618,117961,118052,118821,118321,117906,290919,118322
1617,1,35499,13419,117961,118300,120059,120812,305057,118638,120814
1618,1,74508,56201,91261,118026,118746,119962,168365,118205,119964
1619,1,4675,1443,117961,118343,120722,118321,117906,290919,118322
1620,1,74241,49646,119691,119692,118635,120903,118406,119695,120904
1621,1,38860,70480,119280,119281,117945,117946,119235,292795,117948
1622,1,76860,6114,117961,118343,6104,118278,118260,290919,118279
1623,1,34924,15645,117961,118052,122392,128903,160695,292795,128905
1624,1,25740,136238,117961,118343,121747,119928,310608,118331,119929
1625,1,79092,1540,117961,118343,123125,122022,270994,119221,122024
1626,1,6977,17728,117961,118446,119986,118318,168365,118205,118319
1627,0,27750,5603,117890,118102,117878,117899,258880,19721,117900
1628,1,25561,2649,117961,118413,120526,117905,117906,290919,117908
1629,1,80804,17199,117961,117969,118970,118890,152357,118398,118892
1630,1,30845,3770,117961,118343,118395,118890,125128,118398,118892
1631,1,37427,51398,117961,118300,118458,118054,118054,117887,118055
1632,1,13878,91335,118084,118085,117884,118568,281735,19721,118570
1633,1,74310,52736,119596,119597,118911,120789,171744,118424,120791
1634,0,278393,57797,119596,119597,169899,119928,306404,118331,119929
1635,1,4675,51007,117961,118413,120526,118321,117906,290919,118322
1636,1,4675,4341,117961,118300,118957,118784,213944,290919,118786
1637,1,38268,48801,117926,118266,117941,117885,117913,117887,117888
1638,1,80476,4576,117961,118327,118391,117905,117906,290919,117908
1639,0,969,2683,117887,118178,119796,121915,225598,121916,121917
1640,0,44812,19831,117902,117903,119181,120952,122352,118453,120954
1641,1,5353,8242,117961,117962,119223,124886,306399,118643,124888
1642,1,15672,1895,117902,117903,118783,120952,122352,118453,120954
1643,1,34924,8430,117961,118225,118403,118321,227996,290919,118322
1644,1,38972,57680,118256,118257,117945,259173,280788,292795,118943
1645,0,23096,74884,126918,126919,118042,118043,118043,270488,118046
1646,1,36285,5312,117961,118052,120539,307024,198530,118331,118332
1647,1,35451,6979,117961,117962,119223,127723,305057,118643,127725
1648,1,16034,15474,118169,118170,121023,118172,130464,249618,118175
1649,1,28149,28253,118315,118463,123089,118321,130219,290919,118322
1650,1,7678,126887,122532,122533,117945,118274,117946,292795,118276
1651,1,16985,1030,117961,118343,120722,118361,118362,118363,118364
1652,1,79092,8785,117961,117962,117904,122129,170471,121916,122131
1653,1,79121,200077,118725,118726,119076,118834,140820,118424,118836
1654,1,74302,2069,121518,121519,117878,119192,186208,119184,119194
1655,1,73118,27104,117961,118327,118507,118054,120716,117887,118055
1656,1,18688,54321,117890,117891,117878,117879,117879,19721,117880
1657,1,391,12260,117926,118124,117884,117885,117913,117887,117888
1658,1,14570,14633,118106,118107,117884,118568,281735,19721,118570
1659,1,15672,7164,117902,117903,118783,117905,118036,290919,117908
1660,1,25238,4551,117961,118343,118833,118422,300136,118424,118425
1661,0,16202,94005,117902,118041,120323,122849,138522,119095,122850
1662,1,40069,5730,117961,118446,118631,120578,120579,118762,120580
1663,1,1041,46254,117961,118327,126310,124886,123881,118643,124888
1664,1,17226,2594,117961,118300,123472,118784,117906,290919,118786
1665,1,32270,82613,117961,118300,119984,118890,311441,118398,118892
1666,1,41642,4566,119062,119091,118992,117905,117906,290919,117908
1667,1,78563,52105,118595,118596,81476,118422,149098,118424,118425
1668,1,35529,22507,117961,118300,120059,118636,135814,118638,118639
1669,1,79092,2582,117961,118343,121710,307024,133833,118331,118332
1670,1,14354,2078,118114,118115,117920,118568,125937,19721,118570
1671,1,33054,13799,117961,118052,120356,120357,310997,118424,120359
1672,1,1115,6995,117961,117962,118352,118321,117906,290919,118322
1673,1,75047,83216,91261,118026,118317,118278,118260,290919,118279
1674,0,18072,22854,117902,118041,131461,119778,174194,19721,119779
1675,1,79934,6235,117961,118343,118437,307024,311622,118331,118332
1676,0,36020,118906,117951,118907,117878,119077,117886,118372,119079
1677,1,6977,7411,117961,118386,118746,118451,130134,118453,118454
1678,1,43302,17640,117961,118386,118881,119962,168365,118205,119964
1679,0,76299,46788,117929,117940,117920,118568,163031,19721,118570
1680,1,39939,3536,118163,118164,119136,119137,260582,118474,119139
1681,1,78241,6222,117961,118052,120096,117905,117906,290919,117908
1682,0,20364,46185,118887,118888,118889,118890,311441,118398,118892
1683,1,33323,52224,117902,118041,118042,118043,118044,270488,118046
1684,1,81350,2872,118887,118888,124656,126869,146868,118295,126870
1685,1,79021,27,117961,118413,240766,117905,172635,290919,117908
1686,1,1465,21033,117961,118300,123749,166592,166593,118638,166594
1687,1,78518,52007,117961,117962,118910,179731,118368,117887,117973
1688,1,16826,1958,118550,118551,118378,118054,118443,117887,118055
1689,1,6977,2991,117961,118343,118700,118321,117906,290919,118322
1690,0,15938,217,117961,118413,120370,117905,117906,290919,117908
1691,1,45481,3116,117961,118300,147589,118826,236735,118424,118828
1692,1,77659,51165,117983,117984,117878,118568,120877,19721,118570
1693,1,16988,6252,117961,118300,120312,124419,157234,118424,124421
1694,1,20364,51145,118595,118596,81476,118422,149098,118424,118425
1695,1,14845,124925,117961,118225,122273,118784,147114,290919,118786
1696,1,74310,6235,117961,118343,118437,124194,249872,118363,124196
1697,1,76416,13801,119062,119091,123125,119928,310608,118331,119929
1698,1,33230,59421,117961,118327,118507,118863,122008,118398,118865
1699,1,17226,4200,117961,118343,118660,119433,133686,118424,119435
1700,1,72024,14829,117961,118052,119986,118321,117906,290919,118322
1701,1,80151,6232,117961,118343,118437,120516,185973,120518,120519
1702,1,80551,3944,117961,118343,118514,118321,117906,290919,118322
1703,1,153,174,117961,118413,121639,118321,117906,290919,118322
1704,1,75649,6216,117961,118052,118328,124886,306399,118643,124888
1705,1,20897,2197,117961,118327,274241,150074,119771,119772,150076
1706,1,3853,4308,117961,118343,118833,118834,309123,118424,118836
1707,1,36500,51121,117893,117894,118575,280788,155276,292795,119082
1708,1,23356,1755,117961,117962,119223,125793,305057,118643,125795
1709,1,4675,7610,117961,118327,120383,117905,117906,290919,117908
1710,1,18605,19986,117961,118225,118403,120773,136187,118960,120774
1711,0,23990,55119,119062,119091,123125,134095,300136,118474,118475
1712,1,80483,46526,117961,118300,119984,118396,269406,118398,118399
1713,1,38470,275544,117876,117877,117878,117879,117879,19721,117880
1714,1,4675,7001,117961,118327,118933,121594,127596,4673,121596
1715,0,75078,57692,118595,118596,120677,126078,297560,118424,126080
1716,0,25812,2078,118114,118115,117920,118568,125937,19721,118570
1717,1,80195,8698,120864,120865,119824,117905,117906,290919,117908
1718,1,75078,28223,118315,118463,118522,118321,117906,290919,118322
1719,1,34924,28590,117961,118327,120685,118784,240983,290919,118786
1720,1,16018,1550,117961,118225,123173,118054,120514,117887,118055
1721,1,19484,122016,118219,118220,117912,118568,125168,19721,118570
1722,0,75834,234958,118290,118291,120026,307024,197961,118331,118332
1723,0,25993,5730,117961,118446,120026,120578,120579,118762,120580
1724,1,23990,18224,117961,117969,118970,118890,125128,118398,118892
1725,1,15818,6220,117961,118327,121645,120690,120691,290919,120692
1726,1,42093,820,117961,118300,123719,117905,172635,290919,117908
1727,1,80861,7520,91261,118026,124725,117905,117906,290919,117908
1728,1,81478,5504,117961,118300,118514,118321,240983,290919,118322
1729,0,29122,14842,138798,138799,120539,118321,117906,290919,118322
1730,1,43257,7369,117961,118386,118896,118321,117906,290919,118322
1731,1,32634,744,117961,118300,120722,118321,117906,290919,118322
1732,1,16443,6726,117961,117969,6725,122290,248267,6725,122292
1733,0,45904,2680,120864,120865,120694,118636,310476,118638,118639
1734,0,971,1412,117902,117903,120722,118451,130134,118453,118454
1735,1,17849,17856,117961,118327,118673,119976,301141,19793,119978
1736,1,38704,14716,118114,118115,118846,179731,207499,117887,117973
1737,0,75834,51301,118290,118291,121108,118293,118294,118295,118296
1738,1,38723,7647,117961,118300,119181,117905,117906,290919,117908
1739,1,2341,196,117961,118413,121639,129909,130134,118453,129911
1740,1,29304,82284,118953,118954,117884,117885,117913,117887,117888
1741,1,25993,25629,117961,118343,120291,120006,129545,118424,120008
1742,1,77993,8121,91261,118026,118746,117905,117906,290919,117908
1743,1,74909,5511,117961,118386,120361,118321,117906,290919,118322
1744,1,79092,33,117961,118413,118501,144353,144354,118504,144355
1745,1,74961,8204,117961,118052,118867,118054,305057,117887,118055
1746,1,6977,6047,117961,118413,120370,118777,279443,308574,118779
1747,1,25703,20183,117961,118225,120054,119587,274735,118704,119589
1748,1,1151,124316,118887,118888,118889,118863,307233,118398,118865
1749,1,80770,4642,117961,118225,120551,118321,240983,290919,118322
1750,0,79092,27898,118106,118107,117941,117879,117886,19721,117880
1751,1,79342,4803,117961,118225,124449,122022,124996,119221,122024
1752,1,19945,7539,117961,118343,119987,117905,117906,290919,117908
1753,1,74717,5245,117961,118300,125821,118834,251171,118424,118836
1754,0,6921,30527,117961,118225,124449,119849,193662,118638,119851
1755,1,26360,48956,117961,118052,120356,118054,118054,117887,118055
1756,1,15064,25935,117961,118343,121977,179731,128635,117887,117973
1757,1,74995,49696,117961,118052,122938,117905,117906,290919,117908
1758,1,19998,15415,117961,118225,123173,118054,119601,117887,118055
1759,1,42668,4108,118887,118888,119136,120056,122909,118474,120058
1760,1,39262,46704,91261,118026,118202,117905,117906,290919,117908
1761,1,38726,14695,118602,118603,118008,118568,125168,19721,118570
1762,1,80802,1334,117961,117962,118910,119949,230830,290919,119951
1763,1,1003,7525,117961,118225,120551,118784,121873,290919,118786
1764,1,42488,48492,117961,118225,118403,118321,240983,290919,118322
1765,1,76862,17305,117961,118327,118529,118054,118054,117887,118055
1766,1,75078,18680,91261,118026,118746,118321,117906,290919,118322
1767,1,28294,4743,119062,130600,120663,117905,117906,290919,117908
1768,1,44976,72133,117887,118178,117945,259173,139246,292795,118943
1769,1,37260,53240,117876,117877,117878,117879,167135,19721,117880
1770,1,79092,52314,117961,118300,118301,119928,219829,118331,119929
1771,1,45019,8106,117961,118327,120559,120560,304465,118643,120562
1772,1,25959,13411,118023,118024,118810,122952,305581,19793,122954
1773,1,3853,5339,117961,118300,19772,123045,248000,120518,123047
1774,1,26313,5048,117961,118300,118458,120006,129545,118424,120008
1775,1,80473,7243,117961,118343,118609,120357,120065,118424,120359
1776,1,16443,16850,117961,118225,122298,119093,162960,119095,119096
1777,1,16116,19829,117961,118386,118896,120773,310589,118960,120774
1778,1,80212,1325,117961,117969,118910,118054,118054,117887,118055
1779,1,25561,51007,117961,118413,120526,118321,118448,290919,118322
1780,1,32270,15683,117961,118300,118957,118777,279443,308574,118779
1781,1,15714,15555,118256,118257,117945,118274,149344,292795,118276
1782,1,76551,4299,117876,117877,117878,118568,179860,19721,118570
1783,1,38723,14889,117961,118300,118437,118321,117906,290919,118322
1784,1,38480,31058,118126,118237,117895,117896,117913,117887,117898
1785,1,1281,54684,117961,117962,118910,118777,279443,308574,118779
1786,1,14354,14289,118602,118603,117941,118568,125168,19721,118570
1787,1,18072,5570,117961,119256,119257,117946,118806,292795,117948
1788,1,41115,5177,117961,118386,125016,120357,126416,118424,120359
1789,1,75078,99960,118315,118463,118522,118465,175082,118467,118468
1790,1,25240,25,117961,117962,122224,118321,117906,290919,118322
1791,1,74236,2225,117961,117962,118501,120702,126111,118504,120704
1792,0,79092,4110,119596,119597,118292,118728,282017,118295,118730
1793,1,79168,13881,118602,118603,117941,117885,119621,117887,117888
1794,1,37639,26101,118120,118121,117884,117885,117913,117887,117888
1795,1,6977,8026,117961,118386,123656,119962,147416,118205,119964
1796,1,27356,3967,117961,118052,118706,118321,117906,290919,118322
1797,1,79623,6736,117961,117969,6725,122290,150800,6725,122292
1798,1,75834,5323,117961,118343,119598,307024,132719,118331,118332
1799,1,15720,193,117961,118413,121639,118321,117906,290919,118322
1800,0,80234,77941,119062,119091,119362,117905,311485,290919,117908
1801,1,39262,50806,117961,118446,119961,118054,118054,117887,118055
1802,0,3264,1483,117961,117962,118840,118641,306399,118643,118644
1803,1,80446,3332,117961,118343,121747,117905,117906,290919,117908
1804,1,40202,16642,117961,118300,81476,118321,117906,290919,118322
1805,1,34958,2017,117961,118327,121645,118321,117906,290919,118322
1806,0,75078,28475,118315,118463,122636,118465,132657,118467,118468
1807,1,18418,4200,117961,118343,118660,119433,133686,118424,119435
1808,1,45444,1605,117961,118327,128935,118396,235280,118398,118399
1809,1,32032,49626,117961,118327,129972,118321,117906,290919,118322
1810,1,16008,8164,117961,118327,120685,118641,123881,118643,118644
1811,1,35068,6035,117890,117891,117878,118568,292195,19721,118570
1812,1,6921,5313,117961,118386,120356,120357,201020,118424,120359
1813,1,34056,70062,117961,118386,118746,117905,117906,290919,117908
1814,1,79328,17733,117961,118300,119984,118396,269406,118398,118399
1815,1,25416,19857,117929,117940,117941,117879,117886,19721,117880
1816,1,75047,3967,117961,118052,118706,117905,117906,290919,117908
1817,1,42532,3281,117961,118225,120323,119093,120324,119095,119096
1818,1,39264,15618,118256,118257,117945,280788,280788,292795,119082
1819,1,40804,7445,117961,118343,122299,118054,121350,117887,118055
1820,1,5393,2610,117961,118327,121979,118321,149217,290919,118322
1821,1,39232,669,117961,118343,118437,117905,117906,290919,117908
1822,0,75834,78094,118212,119763,119362,119065,144144,118667,119067
1823,1,34924,3697,117961,118327,118933,118747,130134,118453,118749
1824,1,75078,18686,117961,118386,121883,117905,172635,290919,117908
1825,1,43170,71171,117961,118386,123844,117905,117906,290919,117908
1826,1,35451,44012,117961,117962,119223,123670,139296,121916,123672
1827,1,74754,53049,117961,118052,121949,120812,138898,118638,120814
1828,1,79092,5323,117961,118343,119598,118459,255097,249618,118461
1829,1,81340,17930,117961,118446,118810,118811,120605,19793,118813
1830,0,18418,25293,117961,118386,123072,121414,130802,118704,121416
1831,0,25993,5186,118887,118888,124656,118912,309291,118424,118914
1832,1,4673,44038,117902,117903,118910,119346,302830,4673,119348
1833,0,15369,15371,118169,118170,117945,280788,155276,292795,119082
1834,1,72024,13794,117961,118052,120417,120575,153414,249618,120577
1835,1,27124,20583,117961,118327,274241,150074,166580,119772,150076
1836,1,917,3120,117961,118300,120312,118054,137017,117887,118055
1837,1,19962,4511,117961,118300,119181,117905,290919,290919,117908
1838,1,34924,8338,117961,118327,123631,118777,308574,308574,118779
1839,1,45412,61247,117910,118855,131868,119192,139264,119184,119194
1840,1,33054,3963,117961,118300,125872,120344,311360,118424,120346
1841,1,20271,50186,117916,118011,117941,117885,117913,117887,117888
1842,1,23921,5053,117961,118300,121108,120344,267189,118424,120346
1843,1,27317,51124,117961,118300,118631,118422,126423,118424,118425
1844,0,29058,115255,5110,117954,117895,118194,118195,117887,118196
1845,1,38852,4975,119596,119597,121169,118293,118294,118295,118296
1846,1,28586,6021,117961,118413,122007,118321,118448,290919,118322
1847,1,74969,15513,117961,118052,123144,118890,125128,118398,118892
1848,0,41643,7595,118990,118991,118992,123737,276340,118960,123738
1849,1,23969,52140,118887,118888,124656,126869,236007,118295,126870
1850,1,278393,15412,117961,118343,119993,119849,310589,118638,119851
1851,0,3853,4110,119596,119597,118292,118728,282017,118295,118730
1852,1,35046,19760,117961,117962,118352,118321,117906,290919,118322
1853,1,39262,18686,117961,118386,121883,118321,117906,290919,118322
1854,1,18418,2220,117961,118300,125872,120344,303717,118424,120346
1855,1,79328,17128,117961,118300,119984,118396,300044,118398,118399
1856,1,80807,17218,117961,118300,118395,118396,300044,118398,118399
1857,1,20222,55643,118256,118257,117945,118995,119235,292795,118997
1858,1,25570,4370,117961,118343,118514,117905,117906,290919,117908
1859,1,16018,1398,117961,118300,118437,117905,117906,290919,117908
1860,1,73495,57758,117961,118343,149210,118702,120065,118704,118705
1861,1,4675,5730,117961,118446,118458,124305,120579,118762,124307
1862,1,116246,7408,117961,117962,118352,118321,117906,290919,118322
1863,1,36480,2679,122880,122974,117945,280788,135815,292795,119082
1864,1,34958,59347,117961,118327,118320,118321,117906,290919,118322
1865,1,45444,1728,117961,118327,118507,118890,138290,118398,118892
1866,1,39511,21254,117932,117933,117878,118568,167210,19721,118570
1867,1,76465,17218,117961,118300,118395,118396,300044,118398,118399
1868,1,6696,71401,91261,118026,118063,128422,128423,118453,128424
1869,1,73945,6071,117961,118413,122007,118321,118448,290919,118322
1870,1,75834,49484,117961,118300,119890,118054,119601,117887,118055
1871,1,25561,2649,117961,118413,120526,118747,132731,118453,118749
1872,0,18418,20508,118219,118220,117941,117879,119983,19721,117880
1873,1,80498,50781,91261,118026,139759,118321,117906,290919,118322
1874,0,37709,48683,117989,117990,117920,117879,117886,19721,117880
1875,1,3853,6116,117961,118343,120666,120006,255097,118424,120008
1876,1,75078,13545,117961,118386,125016,125798,183899,125407,125800
1877,1,79969,59765,117961,118386,118317,118523,294485,118331,118525
1878,1,16443,3281,117961,118225,119238,122849,120324,119095,122850
1879,0,28586,23262,118595,118596,81476,118834,140185,118424,118836
1880,1,78563,17227,117961,118343,118979,118826,158101,118424,118828
1881,1,278393,12394,119134,119135,125821,118422,300136,118424,118425
1882,1,74555,58916,117961,118327,118391,120172,230830,290919,120173
1883,1,31492,19832,117961,118386,123757,118321,117906,290919,118322
1884,1,16767,16850,117961,118225,119092,119093,120324,119095,119096
1885,1,25305,15422,117961,118052,118867,130479,185784,119784,130481
1886,1,75439,23115,118200,118201,117884,118568,117886,19721,118570
1887,1,39332,7369,117961,118386,118896,117905,117906,290919,117908
1888,0,79092,1475,119062,119091,118450,121372,148801,119184,121374
1889,0,27124,3688,120883,120884,118378,119192,300603,119184,119194
1890,1,15716,7770,118752,119070,117945,280788,280788,292795,119082
1891,0,34498,5169,119596,119597,118597,118980,153123,118295,118982
1892,0,28074,17414,118752,119070,118042,118563,118563,270488,118565
1893,1,15720,7076,117961,118225,120041,119093,120324,119095,119096
1894,0,75078,7074,117961,118052,119408,118536,118537,308574,118539
1895,1,75834,3113,117961,118343,118911,118834,133686,118424,118836
1896,1,278393,8435,117961,118225,124449,122129,150283,121916,122131
1897,1,37410,14811,117961,118343,118344,120812,120812,118638,120814
1898,1,25740,55556,117961,118052,118979,118278,117906,290919,118279
1899,1,37639,27897,118106,118107,117884,117885,117913,117887,117888
1900,0,27124,95479,126974,126975,118492,132692,226262,270488,132694
1901,1,73815,28241,119170,119171,140453,129229,228788,119788,129231
1902,1,78167,14829,117961,118446,119986,117905,117906,290919,117908
1903,1,36992,8399,117961,118413,120370,122645,137960,119221,122647
1904,0,967,16573,117961,118343,122299,149351,149352,149353,149354
1905,1,1937,1080,117961,118052,118378,118451,151171,118453,118454
1906,1,27356,8520,117961,118386,119954,118318,168365,118205,118319
1907,1,33054,4341,117961,118300,118957,118784,240983,290919,118786
1908,0,35792,16971,117961,118343,119993,125793,125794,118643,125795
1909,1,6977,2518,117961,118300,19772,132096,266851,119095,132098
1910,1,27407,4993,117961,118300,118979,118912,309291,118424,118914
1911,1,43650,52194,117961,118052,126137,126138,126139,124136,126140
1912,0,18072,17393,117961,118225,119781,118207,164476,270488,118209
1913,1,40438,17558,91261,118026,118706,118318,168365,118205,118319
1914,1,16191,8008,117887,118178,118320,117905,240983,290919,117908
1915,1,25958,15948,117935,117936,118810,119899,310825,19793,119900
1916,0,79617,16698,118595,118596,118597,118834,282017,118424,118836
1917,1,3853,51342,117961,118343,118660,118636,269415,118638,118639
1918,1,6977,8283,117961,118327,118933,118321,117906,290919,118322
1919,1,14354,22547,117890,118102,117878,127700,203113,19721,127702
1920,1,15715,16900,118256,118257,118623,126684,193644,292795,126685
1921,1,85563,25557,117961,118300,121951,117905,117906,290919,117908
1922,1,18418,124625,118725,118726,119076,118422,300136,118424,118425
1923,1,18255,6278,117961,118343,120722,118321,117906,290919,118322
1924,0,39447,7424,5110,117954,122672,118777,306530,308574,118779
1925,1,40069,5137,118212,118213,123614,120497,229576,118424,120499
1926,1,2925,2930,117961,118343,118700,118784,153945,290919,118786
1927,0,40630,52105,118595,118596,81476,118834,140185,118424,118836
1928,0,74965,5269,119596,119597,120356,122067,205243,118424,122069
1929,0,79092,51172,118000,118001,120551,118321,118448,290919,118322
1930,0,23982,20376,117902,117903,120171,120990,137612,118398,120992
1931,1,20897,2995,117961,118300,119019,120628,278014,118131,120629
1932,1,80251,4701,117961,118300,123472,118054,132425,117887,118055
1933,1,391,27891,117926,118266,117920,124313,124314,120134,124315
1934,1,5173,52394,117961,118300,118458,119928,310608,118331,119929
1935,1,20739,93720,118219,118220,117920,118568,178861,19721,118570
1936,1,17249,8709,117961,118300,128830,118054,118054,117887,118055
1937,1,6977,7398,117961,118225,118616,117905,240983,290919,117908
1938,1,44812,6278,117961,118343,120722,117905,240983,290919,117908
1939,1,972,4322,117961,118343,118833,118834,309123,118424,118836
1940,0,33054,4110,119596,119597,118292,118728,282017,118295,118730
1941,1,23921,4887,117961,118343,120126,120497,223125,118424,120499
1942,1,77387,70062,117961,118386,118387,117905,117906,290919,117908
1943,1,80852,7067,117961,118225,118403,117905,117906,290919,117908
1944,1,38124,27881,117929,117940,117941,118568,281735,19721,118570
1945,1,33243,1030,117961,118343,120722,124435,127527,118363,124436
1946,0,15938,3692,117961,118413,120370,118777,279443,308574,118779
1947,0,42085,11987,118006,118007,118008,117879,117897,19721,117880
1948,1,312039,52426,118887,118888,124656,118912,309291,118424,118914
1949,1,1041,1065,117961,118327,121589,118641,118842,118643,118644
1950,1,13878,53251,117983,117984,117878,118568,292195,19721,118570
1951,0,13878,18236,117961,118052,120304,122297,301475,118331,118899
1952,1,14914,49384,117961,118343,118609,118728,301534,118295,118730
1953,1,20701,49655,117961,118446,122550,122551,117906,118762,122552
1954,1,38706,22458,117961,117962,120677,307024,306404,118331,118332
1955,1,7678,50089,117961,118343,118514,118784,117906,290919,118786
1956,1,38659,17614,117902,118041,118042,118043,118044,270488,118046
1957,1,17308,15895,117961,118052,120677,122067,300136,118424,122069
1958,0,28149,64713,120140,120141,118733,118734,255008,118736,118737
1959,1,278393,140260,118163,119075,119076,118834,311236,118424,118836
1960,1,391,17839,118216,118587,117884,117885,117913,117887,117888
1961,1,972,53280,118290,118291,118727,118834,202884,118424,118836
1962,1,35012,7370,117961,118413,118481,118321,118785,290919,118322
1963,0,4675,17834,117902,117903,124725,123045,305057,120518,123047
1964,1,4675,7510,117961,118446,118684,118777,279443,308574,118779
1965,1,20294,17992,117916,118011,118810,118054,120238,117887,118055
1966,1,74995,1325,117961,117962,118910,118321,117906,290919,118322
1967,1,43876,112106,118079,118080,117878,130637,302452,119695,130638
1968,1,41576,51773,117961,118446,118684,118321,117906,290919,118322
1969,1,20803,46503,120140,120141,121589,120952,120953,118453,120954
1970,1,33240,54618,117961,118052,118992,118784,118785,290919,118786
1971,1,4675,7377,117961,118225,119924,118777,119925,308574,118779
1972,1,39138,17561,91261,118026,118202,118259,118260,290919,118261
1973,1,4675,2649,117961,118413,120526,118747,132731,118453,118749
1974,1,35955,26320,117961,118327,118391,118321,118448,290919,118322
1975,1,28074,23097,117961,118225,119136,118685,122081,308574,118687
1976,1,43194,50854,117961,118225,120054,118054,118443,117887,118055
1977,1,25744,3745,117961,118300,118360,118361,118362,118363,118364
1978,1,19484,61859,118219,118220,118221,118568,268194,19721,118570
1979,0,19998,154585,118212,118213,120551,118321,240983,290919,118322
1980,1,4675,89285,118658,125100,118856,118321,137263,290919,118322
1981,1,34924,3236,117961,118327,129972,117905,117906,290919,117908
1982,1,74310,6235,117961,118343,118437,118523,311622,118331,118525
1983,1,41758,28253,118315,118463,123089,117905,130219,290919,117908
1984,1,20364,15886,117961,118052,120356,122067,237245,118424,122069
1985,1,80799,6993,117961,118343,118514,118321,290919,290919,118322
1986,1,74754,7284,91261,118026,118202,118321,117906,290919,118322
1987,1,42875,4417,117961,118413,119968,118641,306399,118643,118644
1988,1,25993,4874,117961,118343,121747,122645,269808,119221,122647
1989,1,25993,4322,117961,118343,118833,118834,309123,118424,118836
1990,1,74236,1483,117961,117962,118840,118641,306399,118643,118644
1991,1,31760,49425,117961,118343,119598,118834,133686,118424,118836
1992,1,80207,7220,117961,118225,120551,117905,186454,290919,117908
1993,1,37981,48248,118106,118107,117941,117879,117886,19721,117880
1994,1,38710,26172,118084,118085,117941,117885,117913,117887,117888
1995,1,45444,2409,117961,117962,117904,119949,123170,290919,119951
1996,1,15720,94005,117902,118041,119238,119093,138522,119095,119096
1997,1,73806,7074,117961,118052,122938,118784,216282,290919,118786
